"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"1360","1 | Huawei","3 | Research partnership","","220 | Turkey","","39.89104","32.77779","Turkey Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Turkey in 2015. <a href=""%20https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/turkey"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1361","1 | Huawei","3 | Research partnership","","220 | Turkey","","41.05209","29.01064","Yıldız Technical University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1362","1 | Huawei","3 | Research partnership","","220 | Turkey","","39.94198","32.82289","Gazi University ","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1363","1 | Huawei","3 | Research partnership","","220 | Turkey","","39.89103","32.77797","Middle East Technical University ","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1364","1 | Huawei","3 | Research partnership","","220 | Turkey","","41.10559","29.02530","Istanbul Technical University ","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1365","1 | Huawei","3 | Research partnership","","220 | Turkey","","38.45583","27.22866","Ege University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1366","1 | Huawei","3 | Research partnership","","220 | Turkey","","41.08482","29.05097","Boğaziçi University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1367","1 | Huawei","3 | Research partnership","","220 | Turkey","","41.01264","28.96188","Istanbul University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"1369","1 | Huawei","3 | Research partnership","","217 | Turkmenistan","","37.95906","58.33681","Turkmenistan Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Turkmenistan in 2017 with support from government ministries. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/turkmenistan"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","1 | Huawei217 | Turkmenistan","","","",""
"1370","1 | Huawei","3 | Research partnership","","217 | Turkmenistan","","37.94052","58.39217","Turkmen State Institute of Transport and Communication","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","1 | Huawei217 | Turkmenistan","","","",""
"1372","1 | Huawei","3 | Research partnership","","230 | Uzbekistan","","41.29976","69.23682","Uzbekistan Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Uzbekistan in 2017. During trips to China students from Uzbekistan also learnt more about China's Belt and Road Initiative. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/uzbekistan"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership230 | Uzbekistan","230 | Uzbekistan","230 | Uzbekistan","230 | Uzbekistan","230 | Uzbekistan","1 | Huawei230 | Uzbekistan","","","",""
"1373","1 | Huawei","3 | Research partnership","","230 | Uzbekistan","","41.34082","69.28683","Tashkent University of Information Technologies","","","","<p>Tashkent University of Information Technologies is a Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership230 | Uzbekistan","230 | Uzbekistan","230 | Uzbekistan","230 | Uzbekistan","230 | Uzbekistan","1 | Huawei230 | Uzbekistan","","","",""
"1375","1 | Huawei","3 | Research partnership","","195 | Singapore","","1.35542","103.86821","Singapore Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Singapore in 2014. Prior to this Huawei and some Singaporean universities had collaborated on a number of initiatives including a Cloud Technology &amp; Innovation Center and a Broadband Technology and Services Training Centre. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/singapore"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","1 | Huawei195 | Singapore","","","",""
"1376","1 | Huawei","3 | Research partnership","","195 | Singapore","","1.34835","103.68304","Nanyang Technological University","","","","<p>Nanyang Technological University is a Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","1 | Huawei195 | Singapore","","","",""
"1377","1 | Huawei","3 | Research partnership","","195 | Singapore","","1.37769","103.85638","Institute of Technical Education","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","1 | Huawei195 | Singapore","","","",""
"1379","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-6.20547","106.84393","Indonesia Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Indonesia in 2013, and since then over 70 Indonesian students have been on the program. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/indonesia%20"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1380","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-6.36276","106.82704","University of Indonesia ","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1381","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-6.89150","107.61067","Bandung Institute of Technology","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1382","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-7.77126","110.37731","Gadjah Mada University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1383","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-7.05118","110.44085","Diponegoro University ","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1384","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-7.28253","112.79482","Sepuluh Nopember Institute of Technology","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1385","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-6.97401","107.63051","Telkom University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1386","1 | Huawei","3 | Research partnership","","99 | Indonesia","","3.56745","98.65314","University of North Sumatra","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1387","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-7.95250","112.61388","University of Brawijaya","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1388","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-8.58691","116.09204","University of Mataram","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1389","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-5.13231","119.48852","Hasanuddin University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1390","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-7.27658","112.79386","Electronic Engineering Polytechnic Institute of Surabaya","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1391","1 | Huawei","3 | Research partnership","","99 | Indonesia","","-5.17173","119.41818","Politeknik Negeri Ujung Pandang","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","1 | Huawei99 | Indonesia","","","",""
"1393","1 | Huawei","3 | Research partnership","","236 | Vietnam","","21.02786","105.83285","Vietnam Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Vietnam in 2015. It is not clear which individual universities are part of the program. <a href=""https://www.huawei.com/cn/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/vietnam%20"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership236 | Vietnam","236 | Vietnam","236 | Vietnam","236 | Vietnam","236 | Vietnam","1 | Huawei236 | Vietnam","","","",""
"1396","1 | Huawei","3 | Research partnership","","33 | Botswana","","-24.62167","25.92365","Botswana Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Botswana in 2014. The same year Huawei signed a MoU with the Ministry of Education and Skills Development. It is unclear which individual universities have participated in the program. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/botswana"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership33 | Botswana","33 | Botswana","33 | Botswana","33 | Botswana","33 | Botswana","1 | Huawei33 | Botswana","","","",""
"1399","1 | Huawei","3 | Research partnership","","79 | Ghana","","5.60280","-0.18866","Ghana Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Ghana in 2015. The program was launched by the Vice President of Ghana. It is unclear which individual universities have participated in the program. <a href=""%20https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/ghana"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership79 | Ghana","79 | Ghana","79 | Ghana","79 | Ghana","79 | Ghana","1 | Huawei79 | Ghana","","","",""
"1402","1 | Huawei","3 | Research partnership","","45 | Cameroon","","3.84799","11.50169","Cameroon Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Cameroon in 2016. It is not clear which individual universities are involved. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/cameroon"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership45 | Cameroon","45 | Cameroon","45 | Cameroon","45 | Cameroon","45 | Cameroon","1 | Huawei45 | Cameroon","","","",""
"1404","1 | Huawei","3 | Research partnership","","45 | Cameroon","","3.85074","11.49903","Ecole nationale supérieure des Postes, des Télécommunications et des Technologies de l’Information et de la Communication","","","","In 2017 Huawei decided they will work with ENSPT to further raise the program's profile in local universities. Source ","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership45 | Cameroon","45 | Cameroon","45 | Cameroon","45 | Cameroon","45 | Cameroon","1 | Huawei45 | Cameroon","","","",""
"1405","1 | Huawei","3 | Research partnership","","113 | Kenya","","-1.28539","36.82546","Kenya Seeds for the Future - Overview","","","","<p>The Seeds for the Future program runs in Kenya. It is unclear which individual universities participate in Seeds for the Future in Kenya.<a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/kenya"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","1 | Huawei113 | Kenya","","","",""
"1406","1 | Huawei","17 | MoU-agreement","","113 | Kenya","","-1.28533","36.82547","Huawei MoU with Kenyan Government","","","","<p>In 2014 Huawei and Kenya's Ministry of Information and Communications signed a MoU, agreeing Huawei would act as 'an ICT architect' of the Kenyan government. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/kenya"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","1 | Huawei113 | Kenya","","","",""
"1407","1 | Huawei","8 | Data centre","11 | Smart City-Public Security project","113 | Kenya","","-1.28533","36.82547","Huawei Data Centre and Smart Cities project","","5 | Chinese state loan","2 | Smart cities","<p>Chinese telecoms giant Huawei will deliver a data center, smart city and surveillance project in Kenya for Sh17.5 billion ($172.7m). The Konza Technology City development will be funded with Chinese concessional loans - state-backed funding that offers better rates than market loans. <a href=""https://www.datacenterdynamics.com/news/huawei-build-konza-data-center-and-smart-city-kenya-chinese-concessional-loan/"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","6 | Surveillance","","","","8 | Data centre113 | Kenya","11 | Smart City-Public Security project113 | Kenya","5 | Chinese state loan113 | Kenya","2 | Smart cities113 | Kenya","6 | Surveillance113 | Kenya","1 | Huawei113 | Kenya","","","",""
"1409","1 | Huawei","3 | Research partnership","","243 | South Africa","","-33.92521","18.43076","South Africa Seeds for the Future - Overview","","","","<p>Seeds for the Future began in South Africa in 2016. South Africa's Department of Telecommunications and Postal Services supports the program.</p>
<p>It is unclear which universities participate in the program. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/south-africa"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership243 | South Africa","243 | South Africa","243 | South Africa","243 | South Africa","243 | South Africa","1 | Huawei243 | South Africa","","","",""
"1412","1 | Huawei","3 | Research partnership","","202 | Senegal","","14.71698","-17.46376","Senegal Seeds for the Future - Overview","","","","<p>In 2016 Huawei signed a MoU with Senegal's Ministry of Higher Education and Research and began the Seeds for the Future program. <a href=""https://www.huawei.com/en/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/senegal"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","1 | Huawei202 | Senegal","","","",""
"1413","1 | Huawei","3 | Research partnership","","202 | Senegal","","14.68988","-17.46333","University of Dakar","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","1 | Huawei202 | Senegal","","","",""
"1414","1 | Huawei","3 | Research partnership","","202 | Senegal","","14.69618","-16.47853","Alioune Diop de Bambey University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","1 | Huawei202 | Senegal","","","",""
"1415","1 | Huawei","3 | Research partnership","","202 | Senegal","","14.79042","-16.93266","Thies University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","202 | Senegal","1 | Huawei202 | Senegal","","","",""
"1417","1 | Huawei","3 | Research partnership","","36 | Canada","","45.42131","-75.68613","Canada Seeds for the Future - Overview","","","","<p>Seeds for the Future began in Canada in 2015. <a href=""https://www.huawei.com/cn/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future/canada"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1418","1 | Huawei","3 | Research partnership","","36 | Canada","","45.42310","-75.68314","University of Ottawa","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1420","1 | Huawei","3 | Research partnership","","36 | Canada","","49.26061","-123.24598","University of Birtish Columbia","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1421","1 | Huawei","3 | Research partnership","","36 | Canada","","45.50446","-73.61262","Polytéchnique Montréal","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1422","1 | Huawei","3 | Research partnership","","36 | Canada","","43.47228","-80.54487","University of Waterloo","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
