"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"2211","19 | Meiya Pico","4 | Training","18 | Surveillance equipment","60 | Ecuador","","-2.16532","-79.92570","provided training course to police","","6 | Surveillance","","Meiya Pico provided training to police officers in Ecuador <a href =""https://archive.fo/10iVx/a62920c2c56335fe4a5e27fc85b31fef0470dfe3.jpg"">Source 1</a> <a href="" http://web.archive.org/web/20170807103241im_/http://www.meiyapico.com/uploadfiles/image/20170112/20170112083614_61700.jpg"">Source 2</a>","","FALSE","","","","","2 | Technology","7 | State controlling stake","","","","","","4 | Training60 | Ecuador","18 | Surveillance equipment60 | Ecuador","6 | Surveillance60 | Ecuador","60 | Ecuador","60 | Ecuador","19 | Meiya Pico60 | Ecuador","","","",""
"2212","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","<p>China-Russia terrestrial cable (CR2) is listed as one of eight land and submarine cables as part of China Telecom's 'Europe-Asia Network solution'. Sources: <a href = ""http://web.archive.org/web/20191120133150/https://ctamericas.com.br/wp-content/uploads/2016/06/China-Telecom-Global-Capacity-2016.pdf"">China Telecom presentation</a> (2016, slide 11, 13) and <a href = ""https://web.archive.org/web/20190626233637/https://i0.wp.com/www.ctamericas.com/wp-content/uploads/2017/03/China_Telecom_Network_Map_2017.jpg"">China Telecom Network Map from 2017</a>.","china-russia-cr2","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","China,Russia,Finland,Sweden","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","china-russia-cr2",""
"2213","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","TEA (Transit Europe-Asia) runs through Russia on Rostelecom's backbone network, China on China Telecom or China Unicom's backbone network, and to Japan across the RJCN submarine cable. 
<p>TEA is listed on a <a href = ""http://web.archive.org/web/20191011060301/https://image.slidesharecdn.com/chinatelecomamericas-generaloverview-september21-180315164945/95/china-telecom-americas-general-overview-8-638.jpg?cb=1521133069"">China Telecom Network Map from 2017</a> as one of eight of their terrestrial cables. TEA froms part of China Telecom's <a href = ""https://www.chinatelecomeurope.com/wp-content/uploads/ChinaTelecom_Euro-Asia-network-solution.pdf"">""Euro-Asia Network Solution (ENS)""</a>.
<p>China Telecom's <a href = ""https://www.submarinenetworks.com/systems/asia-europe-africa/tea/tea-cable-network"">access to this cable over Russian territory</a> is through an agreement with Russian operator Rostelecom. Rostelecom, with peer connections into China through China Telecom and China Unicom. TEA connects in to ERA which is handled by China Unicom and Russian Transtelekom (TTK). TEA connection to Japan via RJCN submarine cable is handled by KDDI and Rostelecom. 

<p><a href = ""https://web.archive.org/web/20190626233637/https://i0.wp.com/www.ctamericas.com/wp-content/uploads/2017/03/China_Telecom_Network_Map_2017.jpg"">Cable source</a>
<p>More about TEA & TEA2, <a href = ""http://www.hkcolo.com/hkconnect/2011/event/thankyou/pdf/Rostelecom_Irina.pdf"">Rostelecom</a>","transit-europe-asia-tea","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","China,Russia,Finland","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","transit-europe-asia-tea",""
"2214","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","<p>TEA3 is listed as one of eight land and submarine cables as part of China Telecom's 'Europe-Asia Network solution'. Sources: <a href = ""http://web.archive.org/web/20191120133150/https://ctamericas.com.br/wp-content/uploads/2016/06/China-Telecom-Global-Capacity-2016.pdf"">China Telecom presentation</a> (2016, slide 11, 13) and <a href = ""https://web.archive.org/web/20190626233637/https://i0.wp.com/www.ctamericas.com/wp-content/uploads/2017/03/China_Telecom_Network_Map_2017.jpg"">China Telecom Network Map from 2017</a>.","transit-europe-asia-tea3","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","China,Russia,Ukraine,Slovakia,Czechia,Germany","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","transit-europe-asia-tea3",""
"2215","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","TEA2 is listed as one of eight of China Telecom's terrestrial cables according to a <a href = ""http://web.archive.org/web/20191011060301/https://image.slidesharecdn.com/chinatelecomamericas-generaloverview-september21-180315164945/95/china-telecom-americas-general-overview-8-638.jpg?cb=1521133069"">China Telecom Network Map from 2017</a>
<p>TEA-2 (Transit Europe-Asia) is an <a href = ""https://www.submarinenetworks.com/en/eurasia-terrestrial"">upgrade</a> to TEA. Rostelecom and China Telecom <a href = ""https://www.submarinenetworks.com/en/news/tea-upgrde-2011"">invested</a> in this upgrade. <p>More about TEA & TEA2 can be found in this <a href = ""http://www.hkcolo.com/hkconnect/2011/event/thankyou/pdf/Rostelecom_Irina.pdf"">Rostelecom</a> presentation.","transit-europe-asia-tea2","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","China,Russia,Finland,Sweden","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","transit-europe-asia-tea2",""
"2216","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","Transit Silk Road is listed as one of twelve (including under construction) of China Telecom's terrestrial cables according to a <a href = ""http://web.archive.org/web/20191121210731/https://www.chinatelecomeurope.com/wp-content/uploads/CTG-Infrastructure-Map-July-2017-version.jpg"">China Telecom Network Map from 2017</a>","transit-silk-road-tsr","TRUE","","","","","1 | Telecommunications","1 | State-owned enterprise","China.Kazakhstan,Russia,Finland,Sweden","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","transit-silk-road-tsr",""
"2217","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","TEA4 is listed as one of eight of China Telecom's terrestrial cables according to a <a href = ""http://web.archive.org/web/20191011060301/https://image.slidesharecdn.com/chinatelecomamericas-generaloverview-september21-180315164945/95/china-telecom-americas-general-overview-8-638.jpg?cb=1521133069"">China Telecom Network Map from 2017</a>","transit-europe-asia-tea4","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","China,Kazakhstan,Russia,Ukraine,Slovakia,Czechia,Germany","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","transit-europe-asia-tea4",""
"2218","6 | China Telecom","13 | Cable Terrestrial","","","","","","","","","","Transit Mongolia is listed as one of eight of China Telecom's terrestrial cables according to a <a href = ""http://web.archive.org/web/20191011060301/https://image.slidesharecdn.com/chinatelecomamericas-generaloverview-september21-180315164945/95/china-telecom-americas-general-overview-8-638.jpg?cb=1521133069"">China Telecom Network Map from 2017</a>","transit-mongolia","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","Russia,Estonia,Sweden","","","","","13 | Cable Terrestrial","","","","","6 | China Telecom","","","transit-mongolia",""
"2219","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"2220","1 | Huawei","17 | MoU-agreement","","188 | Russia","","55.92993","37.52141","MoU with Russia’s Center for Artificial Intelligence (AI) Research","","1 | Artificial Intelligence","","<p>In August 2019, Huawei <a href=""https://s3-ap-southeast-2.amazonaws.com/ad-aspi/2019-10/A%20new%20Sino-Russian%20high-tech%20partnership_0.pdf?xAs9Tv5F.GwoKPiV9QpQ4H8uCOet6Lvh"">signed an agreement</a> with Russia&rsquo;s Center for Artificial Intelligence (AI) Research, part of the National Technology Initiative. The National Technology Initiative is &lsquo;a state-run program to promote high-tech development in the country.&rsquo;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement188 | Russia","188 | Russia","1 | Artificial Intelligence188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2221","1 | Huawei","17 | MoU-agreement","","188 | Russia","","54.84546","83.10313","Agreement with the Siberian Branch of the Russian Academy of Sciences","","","","<p>In May 2019, Huawei and the Siberian Branch of the Russian Academy of Sciences <a href=""https://ria.ru/20190521/1554775163.html"">agreed to cooperate.</a> Read more <a href=""https://www.aspi.org.au/report/new-sino-russian-high-tech-partnership"">here. </a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2222","1 | Huawei","3 | Research partnership","15 | Telecommunications or ICT","188 | Russia","","55.77069","37.42254","Huawei Innovation Research Program","","","","<p>In May 2019 Huawei <a href=""https://iz.ru/880890/anna-urmantceva/kitaiskaia-kontrrevoliutciia-huawei-aktiviziruet-sviazi-s-rossiei"">launched</a> the Huawei Innovation Research Program in Russia. The program provides funding to universities and institute doing research in telecommunications and related fields. </p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership188 | Russia","15 | Telecommunications or ICT188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2223","1 | Huawei","5 | Overseas Office","","188 | Russia","","55.77072","37.42264","Office in Moscow","","","","<p>According to <a href=""https://iz.ru/880890/anna-urmantceva/kitaiskaia-kontrrevoliutciia-huawei-aktiviziruet-sviazi-s-rossiei"">Russian online news site, Iz</a>, Huawei began interactions with Russia through Russia's research centres. They cited Huawei, saying that their establishment of representitive offices in Moscow, St. Petersburg, Kazan, Novosibirsk and Nizhny Novgorod was due to the location of promising universities.","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2224","1 | Huawei","5 | Overseas Office","","188 | Russia","","59.89392","30.31756","Office in St Petersburg","","","","<p>According to <a href=""https://iz.ru/880890/anna-urmantceva/kitaiskaia-kontrrevoliutciia-huawei-aktiviziruet-sviazi-s-rossiei"">Russian online news site, Iz</a>, Huawei began interactions with Russia through Russia's research centres. They cited Huawei, saying that their establishment of representitive offices in Moscow, St. Petersburg, Kazan, Novosibirsk and Nizhny Novgorod was due to the location of promising universities.","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2225","1 | Huawei","5 | Overseas Office","","188 | Russia","","55.80642","49.19150","Office in Kazan ","","","","<p>According to <a href=""https://iz.ru/880890/anna-urmantceva/kitaiskaia-kontrrevoliutciia-huawei-aktiviziruet-sviazi-s-rossiei"">Russian online news site, Iz</a>, Huawei began interactions with Russia through Russia's research centres. They cited Huawei, saying that their establishment of representitive offices in Moscow, St. Petersburg, Kazan, Novosibirsk and Nizhny Novgorod was due to the location of promising universities.","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2226","1 | Huawei","5 | Overseas Office","","188 | Russia","","55.05047","82.96634","Office in Novosibirsk","","","","<p>According to <a href=""https://iz.ru/880890/anna-urmantceva/kitaiskaia-kontrrevoliutciia-huawei-aktiviziruet-sviazi-s-rossiei"">Russian online news site, Iz</a>, Huawei began interactions with Russia through Russia's research centres. They cited Huawei, saying that their establishment of representitive offices in Moscow, St. Petersburg, Kazan, Novosibirsk and Nizhny Novgorod was due to the location of promising universities.","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2227","1 | Huawei","5 | Overseas Office","","188 | Russia","","56.31981","44.00123","Office in Nizhny Novgorod","","","","<p>According to <a href=""https://iz.ru/880890/anna-urmantceva/kitaiskaia-kontrrevoliutciia-huawei-aktiviziruet-sviazi-s-rossiei"">Russian online news site, Iz</a>, Huawei began interactions with Russia through Russia's research centres. They cited Huawei, saying that their establishment of representitive offices in Moscow, St. Petersburg, Kazan, Novosibirsk and Nizhny Novgorod was due to the location of promising universities.","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2228","6 | China Telecom","13 | Cable Terrestrial","","165 | Nepal","Rasuwa Ghadhi","28.27962","85.37799","Jilong-Nepal gateway","","","","<p>The&nbsp;<a href=""http://web.archive.org/web/20190801082349/http://www.chinadaily.com.cn/business/2016-12/08/content_27612068.htm"">cross-border connection</a> is between through the Jilong (aka Geelong/Keyrong/Gyirong/Kerung) in China and Rasuwagadhi in Nepal. </p>
<p><a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">Source</a> (2016, slide 7)","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial165 | Nepal","165 | Nepal","165 | Nepal","165 | Nepal","165 | Nepal","6 | China Telecom165 | Nepal","","","28.279615,85.37799",""
"2229","6 | China Telecom","13 | Cable Terrestrial","","165 | Nepal","Kodari","27.97272","85.96433","Zhangmu-Nepal gateway","","","","<a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">Source</a> (2016, slide 7)","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial165 | Nepal","165 | Nepal","165 | Nepal","165 | Nepal","165 | Nepal","6 | China Telecom165 | Nepal","","","27.972722,85.96433",""
"2230","6 | China Telecom","13 | Cable Terrestrial","","124 | Laos","Boten","21.18742","101.67834","Mengla-Laos gateway","","","","China-Laos cable <a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">Source</a> (2016, slide 7)","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial124 | Laos","124 | Laos","124 | Laos","124 | Laos","124 | Laos","6 | China Telecom124 | Laos","","","21.187415,101.678339",""
"2231","6 | China Telecom","13 | Cable Terrestrial","","236 | Vietnam","Dong Dang","21.97368","106.71157","Pingxiang-Myanmar gateway","","","","China-Vietnam cable via Pinxiang.
<p><a href = ""https://web.archive.org/web/20190716032029/https://www.slideshare.net/AbhijitDatey/china-unicom-global-profile"">China Unicom presentation</a> (2016, page 9)
<br><a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">China Telecom presentation</a> (2016, slide 7)
<br><a href = ""http://www.caict.ac.cn/english/yjcg/bps/201808/P020180829385778461678.pdf"">CAICT whitepaper</a>","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial236 | Vietnam","236 | Vietnam","236 | Vietnam","236 | Vietnam","236 | Vietnam","6 | China Telecom236 | Vietnam","","","21.973682,106.711572",""
"2232","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"2233","7 | China Unicom","13 | Cable Terrestrial","","188 | Russia","Zabaikalsk","49.63048","117.31957","Manzhouli-Russia gateway","","","","China Telecom and <a href = ""https://web.archive.org/web/20190716032029/https://www.slideshare.net/AbhijitDatey/china-unicom-global-profile"">China Unicom</a> have a border station located at Manzhouli for network connections to Russia. 

<p>For China Telecom, the border station connects the <a href = ""https://web.archive.org/web/20190626233637/https://i0.wp.com/www.ctamericas.com/wp-content/uploads/2017/03/China_Telecom_Network_Map_2017.jpg"">TEA3</a> cable system. The connection is made through a <a href = ""http://www.marketwired.com/press-release/china-telecom-and-transtelecom-launch-the-first-100g-link-between-asia-and-europe-2240405.htm"">100Gbps gateway interface</a> interconnecting China Telecom (at Manzhouli) and Russian operator, TTK's network (at Zabaikalsk). [<a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">Source 2</a>]","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","7 | China Unicom188 | Russia","","","49.63048,117.31957",""
"2234","7 | China Unicom","13 | Cable Terrestrial","","144 | Mongolia","Zamiin-Uud","43.688414","111.979322","Erlianhaote-Zamiin-Uud gateway","","","","Erenhot (also spelt Erlianhaote) appears to be the sole data transit point for China to Russia and Europe through Mongolia. It is used by all three major telecom operators, China Telecom, China Mobile and China Unicom. 

<p>Through Erenhot: China Telecom interconnects to the TEA4 and Transit-Mongolia cable systems; China Unicom interconnects to ERMC cable system; and China Mobile interconnects with ERMC, TEA2-TEA4 and 'Mongolia & Europe Region' cable systems.

<p>China Telecom [
<a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">Source</a> (slide 7)], China Unicom [<a href = ""http://web.archive.org/web/20191011023311/http://www.chinaunicom.com.sg/resources/front/template/china-unicom/images/img-CU-network-map.jpg"">Source</a>], China Mobile [
<a href = ""https://web.archive.org/web/20190417224447/https://www.cmi.chinamobile.com/sites/default/files/inline-images/China-Mobile.jpg"">Source</a>]","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial144 | Mongolia","144 | Mongolia","144 | Mongolia","144 | Mongolia","144 | Mongolia","7 | China Unicom144 | Mongolia","","","43.688414,111.979322",""
"2235","7 | China Unicom","13 | Cable Terrestrial","","123 | Kazakhstan","Druzhba","45.20128","82.55561","Alashankou-Kazakhstan gateway","","","","China-Kazakhstan link via Alashankou. Chinese operators can link with Kazakhstan’s Transtelecom on the other side of the border <a href = ""http://archive.is/WOWDx#selection-813.1-823.151"">at Dostyk</a>.
<p>Approximate location of this border station is sourced from a <a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">China Telecom Americas presentation (slide 7)</a> and <a href = ""https://web.archive.org/web/20190716032029/https://www.slideshare.net/AbhijitDatey/china-unicom-global-profile"">China Unicom source</a> (2016, page 9)","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial123 | Kazakhstan","123 | Kazakhstan","123 | Kazakhstan","123 | Kazakhstan","123 | Kazakhstan","7 | China Unicom123 | Kazakhstan","","","45.201282,82.555607",""
"2236","7 | China Unicom","13 | Cable Terrestrial","","123 | Kazakhstan","Horgos","44.201746","80.400191","Khorgos-Kazakhstan gateway","","","","China-Kazakhstan link via Khorgas. Sources: <a href = ""https://web.archive.org/web/20190716032029/https://www.slideshare.net/AbhijitDatey/china-unicom-global-profile"">China Unicom presentation</a> (2016, page 9) and <a href = ""http://web.archive.org/web/20191011052413/https://www.slideshare.net/BrianTrentacost/china-telecom-americas-general-overview-90803856"">China Telecom presentation (slide 7)</a>.","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial123 | Kazakhstan","123 | Kazakhstan","123 | Kazakhstan","123 | Kazakhstan","123 | Kazakhstan","7 | China Unicom123 | Kazakhstan","","","44.201746,80.400191",""
"2237","7 | China Unicom","13 | Cable Terrestrial","","93 | Hong Kong","Shenzhen","22.55585","114.06022","Shenzhen-Hong Kong","","","","According to a <a href = ""https://web.archive.org/web/20190716032029/https://www.slideshare.net/AbhijitDatey/china-unicom-global-profile"">2016 China Unicom presentation</a> (slide 9), there are four connections from the China mainland at Shenzhen into Hong Kong at Lok Ma Chau, Lo Wu, Mam Kam to and Western corridor.","","FALSE","","","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial93 | Hong Kong","93 | Hong Kong","93 | Hong Kong","93 | Hong Kong","93 | Hong Kong","7 | China Unicom93 | Hong Kong","","","22.555846,114.060217",""
"2238","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"2239","1 | Huawei","13 | Cable Terrestrial","","","","","","","","","","Huawei built phase one of <a href = ""https://www.reuters.com/article/ivorycoast-telecoms/ivory-coast-fibre-optic-network-to-boost-growth-minister-idUSL6N0FP2EQ20130720"">Cote d'Ivoire's national fibre backbone</a> on behalf of the Government of Cote d'Ivoire. <a href = ""https://www.telegeography.com/products/commsupdate/articles/2013/07/24/phase-two-of-national-fibre-rollout-underway-in-cote-divoire/"">Phase 2</a> was built by CITCC.","cdi-national-fibre-backbone","FALSE","","","","","1 | Telecommunications","6 | Private company","Côte d'Ivoire","","","","","13 | Cable Terrestrial","","","","","1 | Huawei","","","cdi-national-fibre-backbone",""
"2240","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"2241","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"2242","16 | SenseTime","1 | R&D lab","","112 | Japan","Tokyo","35.67416","139.73833","Honda R&D cooperation","2017","1 | Artificial Intelligence","1 | Artificial Intelligence","<p>SenseTime <a href=""https://techcrunch.com/2017/12/07/honda-sensetime-self-driving-car/"">signed</a>&nbsp;an agreement to engage in a&nbsp;five-year joint R&amp;D project with Honda on self-driving car technology.</p>","","FALSE","","","","","5 | Artificial Intelligence","6 | Private company","","","","","","1 | R&D lab112 | Japan","112 | Japan","1 | Artificial Intelligence112 | Japan","1 | Artificial Intelligence112 | Japan","112 | Japan","16 | SenseTime112 | Japan","","","",""
"2243","1 | Huawei","7 | Investment or joint venture","","188 | Russia","","","","AI Ecosystem in Russia","2019","1 | Artificial Intelligence","","<p>At the November 2019 <a href=""https://ai-journey.ru/en"">AI Journey Conference</a> in Moscow, Huawei advanced their <a href=""https://www.huawei.com/en/press-events/news/2019/11/huawei-ai-strategy-russia"">&lsquo;AI Strategy in Russia&rsquo; </a>by sharing its latest AI technologies and<a href=""https://www.thefastmode.com/technology-solutions/15900-huawei-makes-plans-to-advance-the-ai-acosystem-in-russia""> plans for advancing</a> the AI ecosystem in Russia. This involves its &lsquo;in-house chips such as the Ascend AI processor, full-series Atlas AI computing platform products, and real-time solution demo based on the Atlas 500 AI edge station.&rsquo; Huawei&rsquo;s Chief Strategy Architect gave a keynote speech titled &lsquo;Enabling Pervasive AI.&rsquo;&nbsp;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","7 | Investment or joint venture188 | Russia","188 | Russia","1 | Artificial Intelligence188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"2244","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.75989","-122.41022","3Scan","","1 | Artificial Intelligence","","Baidu has invested in 3Scan <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2245","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.47781","-122.14268","Quantapore","","1 | Artificial Intelligence","","Baidu has invested in Quantapore <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2246","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"2247","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.38133","-121.98743","Probius Dx","","1 | Artificial Intelligence","","Baidu has invested in Probius Dx <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2248","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.79465","-122.39967","Rain Neuromorphics","","1 | Artificial Intelligence","","Baidu has invested in Rain Neuromorphics <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2249","4 | Baidu","7 | Investment or joint venture","","228 | United States","Michigan","42.29970","-83.70313","CubeWorks","","1 | Artificial Intelligence","","Baidu has invested in CubeWorks <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2250","4 | Baidu","7 | Investment or joint venture","","228 | United States","Cambridge","42.35505","-71.10574","RootPath Genomics","","1 | Artificial Intelligence","","Baidu has invested in RootPath Genomics <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2251","4 | Baidu","7 | Investment or joint venture","","228 | United States","Arizona","32.26968","-110.92645","Lunewave","","1 | Artificial Intelligence","","Baidu has invested in Lunewave <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2252","4 | Baidu","7 | Investment or joint venture","","228 | United States","Seattle","47.65141","-122.30523","Jeeva Wireless","","1 | Artificial Intelligence","","Baidu has invested in Jeeva Wireless <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2253","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.41847","-122.14826","Avail","","1 | Artificial Intelligence","","Baidu has invested in Avail <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2254","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.78930","-122.40080","AutomationHero","","1 | Artificial Intelligence","","Baidu has invested in AutomationHero <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2255","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.48262","-122.16805","Snark","","1 | Artificial Intelligence","","Baidu has invested in Snark <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
